"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","17","0","0","0","0","0","0","0","Solar","Solar","17","17","4325 Old Buckingham Road","23139","Virginia","Powhatan","Powhatan","-77.934","37.523","","Virginia Electric & Power Co","Scott Solar Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","120","0","0","0","0","0","0","0","0","Wind","Wind","120","120","6543 E Hwy","79549","Texas","Scurry","Snyder","-100.793333","32.718056","","Invenergy Services LLC","Scurry County Wind II","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","130.5","0","0","0","0","0","0","0","0","Wind","Wind","130.5","130.5","6543 E Hwy 180","79549","Texas","Scurry","Snyder","-100.9952","32.7204","","Invenergy Services LLC","Scurry County Wind LP","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","10440 Black Mountain Rd","92126","California","San Diego","San Diego","-117.121389","32.906111","","Ahana Renewables, LLC","SDCCD - Miramar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","3566 N. Twin Oaks Valley Road","92069","California","San Diego","San Marcos","-117.170556","33.21","","Ahana Renewables, LLC","SDCWA - Twin Oaks","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","10","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","10","10","123 Industrial Rd","98605","Washington","Klickitat","Bingen","-121.469178","45.713079","","SDS Lumber Co","SDS Lumber Gorge Energy Division","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","NC Highway 186","27876","North Carolina","Northampton","Seaboard","-77.467778","36.476944","","Seaboard Solar LLC","Seaboard Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","6.8","0","0","0","0","0","0","0","Solar","Solar","6.8","6.8","85 Finley Road","8302","New Jersey","Cumberland","Seabrook","-75.215","39.485","","SBS Energy Partners LLC","Seabrook Solar Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.1","0","0","0","0","0","0","0","Solar","Solar","3.1","3.1","3000 Essex Road","7724","New Jersey","Monmouth","Tinton Falls","-74.087225","40.234177","","KDC Solar Bergen 1","Seabrook Village","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","17.5","0","0","0","0","0","0","0","Solar","Solar","17.5","17.5","TBD","89046","Nevada","Clark","Searchlight","-114.936111","35.479722","","Searchlight Solar LLC","Searchlight Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.4","0","0","0","0","Hydroelectric","Hydroelectric","1.4","1.4","5200 11th Street","61201","Illinois","Rock Island","Rock Island","-90.5803","41.4614","","City of Rock Island","Sears Hydroelectric Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.1","0","0","0","0","Hydroelectric","Hydroelectric","4.1","4.1","Route 9","5363","Vermont","Bennington","Searsburg","-72.92732","42.87084","","TransCanada Hydro Northeast Inc.,","Searsburg","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","6","0","0","0","0","0","0","0","0","Wind","Wind","6","6","528 Sleepy Hollow Road","5363","Vermont","Bennington","Searsburg","-72.9628","42.8625","","Green Mountain Power Corp","Searsburg Wind Turbine","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","2.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","2.5","2.5","219 Street Road","19390","Pennsylvania","Chester","West Grove","-75.8428","39.8639","","Southeastern Chester County Refuse Auth","SECCRA Community Landfill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","80","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","80","80","855 Dogwood Road","92249","California","Imperial","Heber","-115.5356","32.7144","","ORCAL Geothermal, Inc","Second Imperial Geothermal","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","715 Secord Dam Road","48620","Michigan","Gladwin","Gladwin","-84.3418","44.0411","","Boyce Hydro Power LLC","Secord","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","3.4","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","3.4","3.4","19248 Highway 105","77327","Texas","Montgomery","Cleveland","-95.2681","30.3225","","TX LFG Energy, LP","Security","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","399 Airport Road","28327","North Carolina","Moore","Carthage","-79.321667","35.243889","","Heelstone Energy Holdings, LLC","Sedberry Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","34.2","0","0","0","0","0","0","0","Solar","Solar","34.2","34.2","41100 Hwy 395","93516","California","San Bernardino","Boron","-117.555768","35.00694","","FPL Energy Operating Services Inc - SEGS","SEGS III","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","34.2","0","0","0","0","0","0","0","Solar","Solar","34.2","34.2","41100 Hwy 395","93516","California","San Bernardino","Boron","-117.555672","35.012166","","FPL Energy Operating Services Inc - SEGS","SEGS IV","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","92","0","0","0","0","0","0","0","Solar","Solar","92","92","43880 Harper Lake Road","92347","California","San Bernardino","Hinkley","-117.338","35.033","","FPL Energy Operating Services Inc - SEGS","SEGS IX","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","34.2","0","0","0","0","0","0","0","Solar","Solar","34.2","34.2","41100 Hwy 395","93516","California","San Bernardino","Boron","-117.55553","35.01948","","FPL Energy Operating Services Inc - SEGS","SEGS V","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","35","0","0","0","0","0","0","0","Solar","Solar","35","35","41100 Hwy 395","93516","California","San Bernardino","Boron","-117.566079","35.020981","","FPL Energy Operating Services Inc - SEGS","SEGS VI","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","35","0","0","0","0","0","0","0","Solar","Solar","35","35","41100 Highway 395","93516","California","San Bernardino","Boron","-117.565903","35.014836","","FPL Energy Operating Services Inc - SEGS","SEGS VII","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","92","0","0","0","0","0","0","0","Solar","Solar","92","92","43880 Harper Lake Road","92347","California","San Bernardino","Hinkley","-117.3563","35.0308","","FPL Energy Operating Services Inc - SEGS","SEGS VIII","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","199","0","0","0","0","0","0","0","0","Wind","Wind","199","199","61495 N 2250 Road","73663","Oklahoma","Dewey","Seiling","-98.992222","36.1225","","NextEra Energy Seiling Wind","Seiling Wind I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","98.6","0","0","0","0","0","0","0","0","Wind","Wind","98.6","98.6","61495 N 2250 Road","73663","Oklahoma","Dewey","Seiling","-98.992222","36.1225","","NextEra Energy Seiling Wind","Seiling Wind II","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","306 Watson Road","27576","North Carolina","Johnston","Selma","-78.183333","35.576389","","Sustainable Power Group, LLC","Selma Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","15.8","0","0","0","0","0","0","0","Solar","Solar","15.8","15.8","350 Old No. 5","38375","Tennessee","McNairy","Selmer","-88.555278","35.149722","","Dominion Renewable Energy","Selmer Farm LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","16","0","0","0","0","0","0","0","Solar","Solar","16","16","HWY 142","38375","Tennessee","McNairy","Selmer","-88.551111","35.140556","","Selmer North Solar I, LLC","Selmer I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","8","0","0","0","0","0","0","0","Solar","Solar","8","8","Ervin Hester Road","38375","Tennessee","McNairy","Selmer","-88.646667","35.166111","","Selmer North Solar II, LLC","Selmer II","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","98.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","98.5","98.5","141 Cranberry Highway","2576","Massachusetts","Plymouth","West Wareham","-70.7875","41.8022","","SEMASS Partnership","SEMASS Resource Recovery","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","51.6","0","0","0","0","Hydroelectric","Hydroelectric","51.6","51.6","N/A","82334","Wyoming","Carbon","Sinclair","-106.908483","42.156127","","U S Bureau of Reclamation","Seminoe","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.6","0","0","0","0","0","0","0","Solar","Solar","1.6","1.6","3621 Old Jakin Road","39845","Georgia","Seminole","Donalsonville","-84.931702","31.065112","","WGL Energy Systems, Inc","Seminole","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","150","0","0","0","0","0","0","0","0","Wind","Wind","150","150","1065 FM 1191 North","76427","Texas","Jack","Bryson","-98.365069","33.205801","","Algonquin Power Co","Senate Wind LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","78","0","0","0","0","0","0","0","0","Wind","Wind","78","78","565 FM 649","78361","Texas","Jim Hogg","Hebbronville","-98.916667","27.18","","Sendero Wind Energy, LLC","Sendero Wind Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","17.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","17.6","17.6","2121 Route 414","13148","New York","Seneca","Seneca Falls","-76.8408","42.9281","","Seneca Energy II","Seneca Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","19.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","19.8","19.8","29650 E Enid Road","97440","Oregon","Lane","Eugene","-123.179007","44.116306","","Seneca Sustainable Energy LLC","Seneca Sustainable Energy LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","8.5","0","0","0","0","Hydroelectric","Hydroelectric","8.5","8.5","1751 N. Sepulveda Blvd","90049","California","Los Angeles","Los Angeles","-118.4795","34.0969","","Metropolitan Water District of S CA","Sepulveda Canyon","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","10751 East Ave O","93550","California","Los Angeles","Palmdale","-117.939444","34.618861","","X-Elio North America Inc","SEPV 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","East Avenue O and 110th St. Ea","93591","California","Los Angeles","Palmdale","-117.93439","34.613602","","Sustainable Power Group, LLC","SEPV 18","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","4388 Lear Ave.","92277","California","San Bernardino","Twentynine Palms","-116.152778","34.174167","","X-Elio North America Inc","SEPV 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","12","0","0","0","0","0","0","0","Solar","Solar","12","12","4450 Lear Avenue","92277","California","San Bernardino","Twentynine Palms","-116.1525","34.171944","","Highlander Solar 1, LLC","SEPV 8","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","1980 Brown Road","92251","California","Imperial","Imperial","-115.773448","32.792038","","SEPV Imperial, LLC","SEPV Imperial Dixieland East","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3","0","0","0","0","0","0","0","Solar","Solar","3","3","1980 Brown Road","92251","California","Imperial","Imperial","-115.779317","32.79411","","SEPV Imperial, LLC","SEPV Imperial Dixieland West","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","20","0","0","0","0","0","0","0","Solar","Solar","20","20","13750 90th Street West","93501","California","Kern","Mojave","-118.282694","35.022903","","Sustainable Power Group, LLC","SEPV Mojave West","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","10","0","0","0","0","0","0","0","Solar","Solar","10","10","East Ave O and 110th St East","93591","California","Los Angeles","Palmdale","-117.938889","34.613056","","Sustainable Power Group, LLC","SEPV Palmdale East","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","9","0","0","0","0","0","0","0","Solar","Solar","9","9","3462 Morongo Road","92277","California","San Bernardino","Twentynine Palms","-116.090278","34.192222","","Highlander Solar 2, LLC","SEPV9 Power Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","6","6","1031 East Fabyan Parkway","60510","Illinois","Kane","Batavia","-88.287721","41.871914","","WM Illinois Renewable Energy LLC","Settlers Hill Gas Recovery","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","150.4","0","0","0","0","0","0","0","0","Wind","Wind","150.4","150.4","1570 N CR 41","60966","Illinois","Iroquois","Sheldon","-87.570833","40.694444","","E ON Climate Renewables N America LLC","Settlers Trail Wind Farm LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","1200 W. Brasher Rd","88201","New Mexico","Chaves","Roswell","-104.506944","33.351111","","Green States Energy, Inc.","SEV NM Phase 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4","4","8001 Olson Drive","54701","Wisconsin","Eau Claire","Eau Claire","-91.373134","44.82983","","Dairyland Power Coop","Seven Mile Creek LFG","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","118.5","0","0","0","0","0","0","0","0","Wind","Wind","118.5","118.5","3 Miles NW of Medicine Bow","82329","Wyoming","Carbon","Medicine Bow","-106.3758","41.9203","","PacifiCorp","Seven Mile Hill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","20","0","0","0","0","0","0","0","Solar","Solar","20","20","2085A W. Highway 78","92004","California","Imperial","Ocotillo Wells","-116.0139","33.1125","","Seville Solar One LLC","Seville 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","30","0","0","0","0","0","0","0","Solar","Solar","30","30","2085A W. Highway 78","92004","California","Imperial","Ocotillo Wells","-116.0059","33.1101","","Seville Solar Two LLC","Seville 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2","0","0","0","0","Hydroelectric","Hydroelectric","2","2","462 Pearl Street","13601","New York","Jefferson","Watertown","-75.8942","43.9775","","Erie Boulevard Hydropower LP","Sewalls","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","2.1","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","2.1","2.1","1701 Jerrold Street","94124","California","San Francisco","San Francisco","-122.3925","37.739722","","City & County of San Francisco","SF Southeast Cogen Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","109.5","0","0","0","0","0","0","0","0","Wind","Wind","109.5","109.5","314 Chapman St","61318","Illinois","Lee","Compton","-89.059722","41.666944","","Algonquin Power Co","Shady Oaks Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","201 Pond Street","1821","Massachusetts","Middlesex","Billerica","-71.249444","42.594167","","CD US Solar MT3, LLC","Shaffer","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","20","0","0","0","0","0","0","0","Solar","Solar","20","20","3701 Jewetta Ave North","93314","California","Kern","Bakersfield","-119.127778","35.393333","","Shafter Solar LLC","Shafter Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.3","0","0","0","0","0","0","0","Solar","Solar","1.3","1.3","6957 Highway 101","55379","Minnesota","Scott","Shakopee","-93.436971","44.796611","","Oak Leaf Solar V LLC","Shakopee Met Council WTP","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","1.3","0","0","0","0","0","0","0","0","Wind","Wind","1.3","1.3","1631 211th Street","56170","Minnesota","Pipestone","Ruthton","-96.1361","44.1508","","Cowell","Shane's Wind Machine","United States"
